date,close,svi_sma_composite,rv_proxy,return,svi_lag1,svi_lag2,svi_lag3,svi_lag4,svi_lag5
2010-01-15,505.4,2.5443758470047046,18.798895367287425,-3.0207889797052054,2.2206801422886855,1.5975323973419016,1.8739906760725091,1.5296306925139302,1.9999870583457804
2010-01-22,477.6,1.713903631951555,23.298704446337144,-5.657663287570138,2.5443758470047046,2.2206801422886855,1.5975323973419016,1.8739906760725091,1.5296306925139302
2010-01-29,482.0,1.720931376489522,18.907997203400402,0.9170551972207884,1.713903631951555,2.5443758470047046,2.2206801422886855,1.5975323973419016,1.8739906760725091
2010-02-05,493.0,1.1905733054333312,10.9438293618151,2.2565059992089727,1.720931376489522,1.713903631951555,2.5443758470047046,2.2206801422886855,1.5975323973419016
2010-02-12,507.0,0.47889665957763905,11.027301982847586,2.8001829548493133,1.1905733054333312,1.720931376489522,1.713903631951555,2.5443758470047046,2.2206801422886855
2010-02-26,496.9,1.3293998144041435,8.03391097775744,-2.0122204982908327,0.47889665957763905,1.1905733054333312,1.720931376489522,1.713903631951555,2.5443758470047046
2010-03-05,513.4,1.9054183760840329,4.109508971160735,3.266646982876508,1.3293998144041435,0.47889665957763905,1.1905733054333312,1.720931376489522,1.713903631951555
2010-03-12,531.5,2.3302475588937996,5.45880328639166,3.4647929344962662,1.9054183760840329,1.3293998144041435,0.47889665957763905,1.1905733054333312,1.720931376489522
2010-03-19,516.0,2.2064744514544996,13.551400066125083,-2.9596432300439868,2.3302475588937996,1.9054183760840329,1.3293998144041435,0.47889665957763905,1.1905733054333312
2010-03-26,505.3,2.235217568540532,6.024098772576335,-2.095445318369981,2.2064744514544996,2.3302475588937996,1.9054183760840329,1.3293998144041435,0.47889665957763905
2010-04-02,510.5,1.8543212495601147,4.480266092335004,1.0238325306857425,2.235217568540532,2.2064744514544996,2.3302475588937996,1.9054183760840329,1.3293998144041435
2010-04-09,517.4,2.177485003126985,0.8070568272708322,1.3425632147208437,1.8543212495601147,2.235217568540532,2.2064744514544996,2.3302475588937996,1.9054183760840329
2010-04-16,522.0,2.2120146178557265,1.5402055484683852,0.8851318130710094,2.177485003126985,1.8543212495601147,2.235217568540532,2.2064744514544996,2.3302475588937996
2010-04-23,529.3,2.419949419995222,5.232510906968093,1.3887790981303025,2.2120146178557265,2.177485003126985,1.8543212495601147,2.235217568540532,2.2064744514544996
2010-04-30,542.4,2.299063561830727,1.6142304619583205,2.444835776224403,2.419949419995222,2.2120146178557265,2.177485003126985,1.8543212495601147,2.235217568540532
2010-05-07,542.0,2.304017713116511,3.5107766415751716,-0.07377351865395868,2.299063561830727,2.419949419995222,2.2120146178557265,2.177485003126985,1.8543212495601147
2010-05-14,520.7,2.8513197799092698,10.020083936066786,-4.009194127079279,2.304017713116511,2.299063561830727,2.419949419995222,2.2120146178557265,2.177485003126985
2010-05-21,483.7,2.1757002864678046,30.09439228014157,-7.370918033991599,2.8513197799092698,2.304017713116511,2.299063561830727,2.419949419995222,2.2120146178557265
2010-05-28,513.0,2.0207397310339394,12.588862722404652,5.881096534183209,2.1757002864678046,2.8513197799092698,2.304017713116511,2.299063561830727,2.419949419995222
2010-06-04,510.4,2.0438661140882255,1.4583174233309468,-0.5081113140189487,2.0207397310339394,2.1757002864678046,2.8513197799092698,2.304017713116511,2.299063561830727
2010-06-11,504.3,1.9239172955162431,8.105474646665298,-1.2023402947900481,2.0438661140882255,2.0207397310339394,2.1757002864678046,2.8513197799092698,2.304017713116511
2010-06-18,511.2,1.5271701271947962,0.9151684186513489,1.3589573980645338,1.9239172955162431,2.0438661140882255,2.0207397310339394,2.1757002864678046,2.8513197799092698
2010-06-25,505.1,1.892400759779371,2.408855381559016,-1.2004473589318134,1.5271701271947962,1.9239172955162431,2.0438661140882255,2.0207397310339394,2.1757002864678046
2010-07-02,503.7,2.0481285339701296,1.5150673118078957,-0.2775576722402171,1.892400759779371,1.5271701271947962,1.9239172955162431,2.0438661140882255,2.0207397310339394
2010-07-09,499.5,1.5650838577540367,2.3485453788195443,-0.8373254662996608,2.0481285339701296,1.892400759779371,1.5271701271947962,1.9239172955162431,2.0438661140882255
2010-07-16,506.2,1.3649842712878788,3.6686910746916856,1.3324250022415456,1.5650838577540367,2.0481285339701296,1.892400759779371,1.5271701271947962,1.9239172955162431
2010-07-23,500.3,1.3601431118006326,1.100490607915783,-1.1723929616864328,1.3649842712878788,1.5650838577540367,2.0481285339701296,1.892400759779371,1.5271701271947962
2010-07-30,493.9,1.3485802606352517,2.3612513393027457,-1.2874850947580285,1.3601431118006326,1.3649842712878788,1.5650838577540367,2.0481285339701296,1.892400759779371
2010-08-06,482.8,1.2617095443217081,1.8540665039592774,-2.273057832320266,1.3485802606352517,1.3601431118006326,1.3649842712878788,1.5650838577540367,2.0481285339701296
2010-08-13,452.7,1.3036475458422694,21.421498120741056,-6.4372834781463535,1.2617095443217081,1.3485802606352517,1.3601431118006326,1.3649842712878788,1.5650838577540367
2010-08-20,454.8,1.543892746796839,10.924904958924502,0.46281074344680173,1.3036475458422694,1.2617095443217081,1.3485802606352517,1.3601431118006326,1.3649842712878788
