date,chung khoan
2019-11-26,48.0
2019-11-27,42.0
2019-11-28,46.0
2019-11-29,51.0
2019-11-30,8.0
2019-12-01,7.0
2019-12-02,48.0
2019-12-03,40.0
2019-12-04,47.0
2019-12-05,39.0
2019-12-06,40.0
2019-12-07,7.0
2019-12-08,8.0
2019-12-09,47.0
2019-12-10,40.0
2019-12-11,41.0
2019-12-12,46.0
2019-12-13,51.0
2019-12-14,8.0
2019-12-15,9.0
2019-12-16,45.0
2019-12-17,46.0
2019-12-18,50.0
2019-12-19,44.0
2019-12-20,45.0
2019-12-21,11.0
2019-12-22,9.0
2019-12-23,47.0
2019-12-24,40.0
2019-12-25,47.0
2019-12-26,41.0
2019-12-27,44.0
2019-12-28,11.0
2019-12-29,9.0
2019-12-30,49.0
2019-12-31,43.0
2020-01-01,9.0
2020-01-02,47.0
2020-01-03,45.0
2020-01-04,10.0
2020-01-05,10.0
2020-01-06,48.0
2020-01-07,50.0
2020-01-08,48.0
2020-01-09,45.0
2020-01-10,48.0
2020-01-11,10.0
2020-01-12,8.0
2020-01-13,44.0
2020-01-14,43.0
2020-01-15,44.0
2020-01-16,43.0
2020-01-17,43.0
2020-01-18,10.0
2020-01-19,8.0
2020-01-20,46.0
2020-01-21,49.0
2020-01-22,43.0
2020-01-23,12.0
2020-01-24,6.0
2020-01-25,11.0
2020-01-26,7.0
2020-01-27,11.0
2020-01-28,14.0
2020-01-29,12.0
2020-01-30,51.0
2020-01-31,57.0
2020-02-01,11.0
2020-02-02,12.0
2020-02-03,67.0
2020-02-04,66.0
2020-02-05,56.0
2020-02-06,54.0
2020-02-07,54.0
2020-02-08,11.0
2020-02-09,11.0
2020-02-10,59.0
2020-02-11,55.0
2020-02-12,60.0
2020-02-13,51.0
2020-02-14,53.0
2020-02-15,14.0
2020-02-16,12.0
2020-02-17,55.0
2020-02-18,71.0
2020-02-19,57.0
2020-02-20,53.0
2020-02-21,54.0
2020-02-22,11.0
2020-02-23,10.0
2020-02-24,60.0
2020-02-25,59.0
2020-02-26,58.0
2020-02-27,61.0
2020-02-28,62.0
2020-02-29,14.0
2020-03-01,12.0
2020-03-02,66.0
2020-03-03,56.0
2020-03-04,57.0
2020-03-05,62.0
2020-03-06,52.0
2020-03-07,13.0
2020-03-08,10.0
2020-03-09,73.0
2020-03-10,74.0
2020-03-11,71.0
2020-03-12,76.0
2020-03-13,79.0
2020-03-14,16.0
2020-03-15,15.0
2020-03-16,78.0
2020-03-17,78.0
2020-03-18,70.0
2020-03-19,76.0
2020-03-20,69.0
2020-03-21,17.0
2020-03-22,16.0
2020-03-23,83.0
2020-03-24,84.0
2020-03-25,82.0
2020-03-26,72.0
2020-03-27,74.0
2020-03-28,16.0
2020-03-29,17.0
2020-03-30,72.0
2020-03-31,73.0
2020-04-01,80.0
2020-04-02,51.0
2020-04-03,82.0
2020-04-04,23.0
2020-04-05,23.0
2020-04-06,91.0
2020-04-07,89.0
2020-04-08,99.0
2020-04-09,88.0
2020-04-10,80.0
2020-04-11,20.0
2020-04-12,16.0
2020-04-13,88.0
2020-04-14,83.0
2020-04-15,88.0
2020-04-16,78.0
2020-04-17,86.0
2020-04-18,25.0
2020-04-19,24.0
2020-04-20,95.0
2020-04-21,90.0
2020-04-22,98.0
2020-04-23,85.0
2020-04-24,82.0
2020-04-25,17.0
2020-04-26,21.0
2020-04-27,83.0
2020-04-28,85.0
2020-04-29,78.0
2020-04-30,18.0
2020-05-01,18.0
2020-05-02,13.0
2020-05-03,15.0
2020-05-04,81.0
2020-05-05,71.0
2020-05-06,76.0
2020-05-07,76.0
2020-05-08,83.0
2020-05-09,14.0
2020-05-10,17.0
2020-05-11,84.0
2020-05-12,83.0
2020-05-13,84.0
2020-05-14,80.0
2020-05-15,81.0
2020-05-16,16.0
2020-05-17,14.0
2020-05-18,75.0
2020-05-19,69.0
2020-05-20,71.0
2020-05-21,78.0
2020-05-22,78.0
2020-05-23,18.0
2020-05-24,14.0
2020-05-25,77.0
2020-05-26,71.0
2020-05-27,78.0
2020-05-28,73.0
2020-05-29,68.0
2020-05-30,16.0
2020-05-31,15.0
2020-06-01,83.0
2020-06-02,78.0
2020-06-03,74.0
2020-06-04,77.0
2020-06-05,79.0
2020-06-06,22.0
2020-06-07,15.0
2020-06-08,89.0
2020-06-09,93.0
2020-06-10,82.0
2020-06-11,93.0
2020-06-12,100.0
2020-06-13,19.0
2020-06-14,17.0
2020-06-15,90.0
2020-06-16,78.0
2020-06-17,82.0
2020-06-18,76.0
2020-06-19,75.0
2020-06-20,19.0
2020-06-21,17.0
2020-06-22,73.0
2020-06-23,77.0
2020-06-24,87.0
2020-06-25,78.0
2020-06-26,72.0
2020-06-27,16.0
2020-06-28,19.0
2020-06-29,81.0
2020-06-30,68.0
2020-07-01,73.0
2020-07-02,73.0
2020-07-03,68.0
2020-07-04,16.0
2020-07-05,15.0
2020-07-06,74.0
2020-07-07,65.0
2020-07-08,66.0
2020-07-09,73.0
2020-07-10,73.0
2020-07-11,12.0
2020-07-12,13.0
2020-07-13,69.0
2020-07-14,65.0
2020-07-15,63.0
2020-07-16,63.0
2020-07-17,62.0
2020-07-18,12.0
2020-07-19,14.0
2020-07-20,73.0
2020-07-21,66.0
2020-07-22,64.0
