date,co phieu
2019-10-26,12.0
2019-10-27,14.0
2019-10-28,35.0
2019-10-29,45.0
2019-10-30,38.0
2019-10-31,46.0
2019-11-01,35.0
2019-11-02,15.0
2019-11-03,11.0
2019-11-04,40.0
2019-11-05,54.0
2019-11-06,39.0
2019-11-07,39.0
2019-11-08,38.0
2019-11-09,8.0
2019-11-10,10.0
2019-11-11,41.0
2019-11-12,37.0
2019-11-13,45.0
2019-11-14,36.0
2019-11-15,35.0
2019-11-16,11.0
2019-11-17,8.0
2019-11-18,34.0
2019-11-19,39.0
2019-11-20,32.0
2019-11-21,35.0
2019-11-22,40.0
2019-11-23,12.0
2019-11-24,12.0
2019-11-25,32.0
2019-11-26,37.0
2019-11-27,37.0
2019-11-28,34.0
2019-11-29,33.0
2019-11-30,15.0
2019-12-01,9.0
2019-12-02,41.0
2019-12-03,40.0
2019-12-04,38.0
2019-12-05,34.0
2019-12-06,30.0
2019-12-07,12.0
2019-12-08,7.0
2019-12-09,44.0
2019-12-10,33.0
2019-12-11,38.0
2019-12-12,37.0
2019-12-13,35.0
2019-12-14,13.0
2019-12-15,11.0
2019-12-16,38.0
2019-12-17,37.0
2019-12-18,31.0
2019-12-19,35.0
2019-12-20,40.0
2019-12-21,14.0
2019-12-22,9.0
2019-12-23,38.0
2019-12-24,39.0
2019-12-25,33.0
2019-12-26,31.0
2019-12-27,39.0
2019-12-28,15.0
2019-12-29,13.0
2019-12-30,44.0
2019-12-31,33.0
2020-01-01,16.0
2020-01-02,44.0
2020-01-03,44.0
2020-01-04,14.0
2020-01-05,13.0
2020-01-06,40.0
2020-01-07,42.0
2020-01-08,35.0
2020-01-09,43.0
2020-01-10,37.0
2020-01-11,10.0
2020-01-12,11.0
2020-01-13,30.0
2020-01-14,36.0
2020-01-15,37.0
2020-01-16,33.0
2020-01-17,33.0
2020-01-18,12.0
2020-01-19,9.0
2020-01-20,35.0
2020-01-21,44.0
2020-01-22,26.0
2020-01-23,13.0
2020-01-24,8.0
2020-01-25,0.0
2020-01-26,9.0
2020-01-27,10.0
2020-01-28,10.0
2020-01-29,11.0
2020-01-30,40.0
2020-01-31,40.0
2020-02-01,15.0
2020-02-02,16.0
2020-02-03,39.0
2020-02-04,42.0
2020-02-05,51.0
2020-02-06,53.0
2020-02-07,41.0
2020-02-08,16.0
2020-02-09,11.0
2020-02-10,41.0
2020-02-11,44.0
2020-02-12,54.0
2020-02-13,41.0
2020-02-14,41.0
2020-02-15,16.0
2020-02-16,11.0
2020-02-17,47.0
2020-02-18,43.0
2020-02-19,39.0
2020-02-20,44.0
2020-02-21,35.0
2020-02-22,14.0
2020-02-23,11.0
2020-02-24,52.0
2020-02-25,46.0
2020-02-26,38.0
2020-02-27,45.0
2020-02-28,43.0
2020-02-29,17.0
2020-03-01,17.0
2020-03-02,52.0
2020-03-03,47.0
2020-03-04,52.0
2020-03-05,47.0
2020-03-06,40.0
2020-03-07,15.0
2020-03-08,13.0
2020-03-09,59.0
2020-03-10,53.0
2020-03-11,54.0
2020-03-12,61.0
2020-03-13,57.0
2020-03-14,23.0
2020-03-15,21.0
2020-03-16,53.0
2020-03-17,62.0
2020-03-18,57.0
2020-03-19,57.0
2020-03-20,60.0
2020-03-21,23.0
2020-03-22,14.0
2020-03-23,63.0
2020-03-24,65.0
2020-03-25,64.0
2020-03-26,58.0
2020-03-27,60.0
2020-03-28,27.0
2020-03-29,24.0
2020-03-30,64.0
2020-03-31,57.0
2020-04-01,57.0
2020-04-02,38.0
2020-04-03,63.0
2020-04-04,31.0
2020-04-05,37.0
2020-04-06,75.0
2020-04-07,86.0
2020-04-08,76.0
2020-04-09,73.0
2020-04-10,68.0
2020-04-11,27.0
2020-04-12,33.0
2020-04-13,73.0
2020-04-14,73.0
2020-04-15,75.0
2020-04-16,77.0
2020-04-17,83.0
2020-04-18,32.0
2020-04-19,29.0
2020-04-20,100.0
2020-04-21,83.0
2020-04-22,76.0
2020-04-23,79.0
2020-04-24,70.0
2020-04-25,24.0
2020-04-26,22.0
2020-04-27,77.0
2020-04-28,74.0
2020-04-29,64.0
2020-04-30,26.0
2020-05-01,23.0
2020-05-02,18.0
2020-05-03,19.0
2020-05-04,74.0
2020-05-05,63.0
2020-05-06,69.0
2020-05-07,62.0
2020-05-08,72.0
2020-05-09,23.0
2020-05-10,24.0
2020-05-11,62.0
2020-05-12,82.0
2020-05-13,74.0
2020-05-14,76.0
2020-05-15,70.0
2020-05-16,19.0
2020-05-17,20.0
2020-05-18,60.0
2020-05-19,64.0
2020-05-20,69.0
2020-05-21,73.0
2020-05-22,61.0
2020-05-23,28.0
2020-05-24,23.0
2020-05-25,62.0
2020-05-26,72.0
2020-05-27,63.0
2020-05-28,61.0
2020-05-29,62.0
2020-05-30,29.0
2020-05-31,21.0
2020-06-01,66.0
2020-06-02,70.0
2020-06-03,77.0
2020-06-04,81.0
2020-06-05,78.0
2020-06-06,31.0
2020-06-07,27.0
2020-06-08,85.0
2020-06-09,81.0
2020-06-10,88.0
2020-06-11,96.0
2020-06-12,93.0
2020-06-13,28.0
2020-06-14,20.0
2020-06-15,79.0
2020-06-16,66.0
2020-06-17,67.0
2020-06-18,68.0
2020-06-19,63.0
2020-06-20,21.0
2020-06-21,19.0
